6541, 7583, 2320.351474, 11, 21, 21
2372, 2382, 2320.351474, 11, 21, 21
25, 7924, 2286.058601, 13, 23, 23
2382, 5588, 2214.880952, 10, 21, 20
2372, 5588, 2214.880952, 10, 21, 20
70, 1130, 2201.775148, 16, 26, 26
6318, 6844, 2128.022876, 7, 17, 18
25, 1911, 2103.173913, 13, 23, 24
2377, 4501, 2093.062500, 9, 20, 20
1569, 4501, 2093.062500, 9, 20, 20
1569, 2377, 2093.062500, 9, 20, 20
5310, 7526, 2067.222222, 5, 15, 15
5310, 7096, 2067.222222, 5, 15, 15
5310, 5579, 2067.222222, 5, 15, 15
1160, 3949, 2067.222222, 5, 15, 15
1160, 1696, 2067.222222, 5, 15, 15
421, 2519, 2067.222222, 5, 15, 15
3784, 5588, 2067.222222, 8, 18, 20
2731, 3400, 2067.222222, 8, 20, 18
1548, 5588, 2067.222222, 8, 18, 20
4696, 5561, 2052.022059, 6, 16, 17
4192, 6268, 2022.282609, 11, 23, 22
1164, 7631, 2016.021672, 7, 17, 19
2914, 5546, 2009.799383, 7, 18, 18
1551, 7871, 2002.930622, 9, 19, 22
3856, 4501, 1993.392857, 9, 21, 20
3216, 4890, 1958.421053, 8, 19, 20
3216, 4501, 1958.421053, 8, 19, 20
2731, 6850, 1958.421053, 8, 20, 19
25, 3425, 1947.383253, 13, 23, 27
2749, 7526, 1938.020833, 5, 16, 15
2749, 7096, 1938.020833, 5, 16, 15
2749, 5579, 1938.020833, 5, 16, 15
2749, 5310, 1938.020833, 5, 16, 15
4934, 5588, 1938.020833, 10, 24, 20
2468, 5588, 1938.020833, 10, 24, 20
3921, 3957, 1929.407407, 14, 24, 27
70, 5721, 1926.553254, 14, 26, 26
5561, 5588, 1915.220588, 7, 17, 20
6679, 7458, 1898.469388, 4, 14, 14
4621, 7793, 1898.469388, 4, 14, 14
4621, 4935, 1898.469388, 4, 14, 14
2068, 7458, 1898.469388, 4, 14, 14
2068, 6679, 1898.469388, 4, 14, 14
2068, 3989, 1898.469388, 4, 14, 14
2068, 3023, 1898.469388, 4, 14, 14
456, 3023, 1898.469388, 4, 14, 14
4611, 7924, 1866.722408, 12, 26, 23
190, 4501, 1860.500000, 10, 24, 20
190, 2377, 1860.500000, 10, 24, 20
1569, 7247, 1860.500000, 8, 20, 20
1569, 4890, 1860.500000, 8, 20, 20
2372, 4934, 1845.734127, 10, 21, 24
2566, 5946, 1838.438735, 10, 23, 22
6799, 6947, 1836.019737, 6, 19, 16
4696, 8489, 1836.019737, 6, 16, 19
539, 7914, 1836.019737, 6, 16, 19
5977, 8547, 1824.019608, 5, 15, 17
4251, 5538, 1824.019608, 5, 15, 17
3784, 8547, 1824.019608, 6, 18, 17
3404, 8547, 1824.019608, 5, 15, 17
2358, 5561, 1824.019608, 5, 15, 17
479, 6116, 1824.019608, 5, 15, 17
2382, 5561, 1824.019608, 7, 21, 17
2372, 5561, 1824.019608, 7, 21, 17
4192, 5588, 1820.054348, 9, 23, 20
1569, 5339, 1820.054348, 9, 20, 23
539, 8648, 1816.894531, 5, 16, 16
1548, 8668, 1808.819444, 7, 18, 20
6268, 8489, 1780.382775, 8, 22, 19
25, 3541, 1779.608696, 11, 23, 24
7433, 8093, 1771.904762, 4, 14, 15
7433, 7526, 1771.904762, 4, 14, 15
4289, 4935, 1771.904762, 4, 15, 14
4251, 7458, 1771.904762, 4, 15, 14
4179, 7458, 1771.904762, 4, 15, 14
4152, 8925, 1771.904762, 4, 14, 15
3949, 7458, 1771.904762, 4, 15, 14
3949, 3989, 1771.904762, 4, 15, 14
2919, 3989, 1771.904762, 4, 15, 14
2919, 3023, 1771.904762, 4, 15, 14
2358, 3989, 1771.904762, 4, 15, 14
2358, 3023, 1771.904762, 4, 15, 14
2068, 4251, 1771.904762, 4, 14, 15
2068, 4179, 1771.904762, 4, 14, 15
2068, 3949, 1771.904762, 4, 14, 15
2068, 2919, 1771.904762, 4, 14, 15
2068, 2519, 1771.904762, 4, 14, 15
2068, 2358, 1771.904762, 4, 14, 15
1696, 7458, 1771.904762, 4, 15, 14
1696, 3989, 1771.904762, 4, 15, 14
1696, 3023, 1771.904762, 4, 15, 14
1160, 7458, 1771.904762, 4, 15, 14
1160, 3989, 1771.904762, 4, 15, 14
1160, 3023, 1771.904762, 4, 15, 14
987, 3569, 1771.904762, 4, 15, 14
456, 2519, 1771.904762, 4, 14, 15
421, 3023, 1771.904762, 4, 15, 14
421, 456, 1771.904762, 4, 15, 14
172, 8402, 1771.904762, 4, 14, 15
